受取人名,リスクタイプ,状態,リスク度
"Taean Friendship Glass Factory, Pyongan Namdo )",制裁リスト,有効,高
"KIM, Pyong Chan",制裁リスト,有効,高
"RI, Pyong Chol",制裁リスト,有効,高
Pyong Guk Kang,制裁リスト,有効,高
Pyonghwa General Motor Company (平和自動車総会社),制裁リスト,有効,高
Pyongjin Ship Management Company Limited,制裁リスト,有効,高
"HWANG, Pyong So",制裁リスト,有効,高
Pyongyang Central Zoo,制裁リスト,有効,高
Pyongyang City Construction Bureau,制裁リスト,有効,高
Pyongyang City Construction Bureau (平壌市都市建設総局),制裁リスト,有効,高
Pyongyang Gomu Gongjang,制裁リスト,有効,高
Pyongyang Gomu Gongjang (平壌ゴム工場),制裁リスト,有効,高
Pyongyang Informatics Centre,制裁リスト,有効,高
Pyongyang Informatics Centre (平壌情報センター),制裁リスト,有効,高
Pyongyang Information Center,制裁リスト,有効,高
Pyongyang Maternity Hospital,制裁リスト,有効,高
Pyongyang Maternity Hospital (平壌産院),制裁リスト,有効,高
"New East International Trading Ltd., Pyongyang Office (東新国際貿易有限公司平壌事務所)",制裁リスト,有効,高
"New East International Trading Ltd., Pyongyang Office",制裁リスト,有効,高
Pyongyang Public Library,制裁リスト,有効,高
Pyongyang Public Library (平壌市図書館),制裁リスト,有効,高
Pyongyang Road Construction Office,制裁リスト,有効,高
Pyongyang Road Construction Office (平壌市道路建設事務所),制裁リスト,有効,高
Pyongyang Rubber Factory,制裁リスト,有効,高
Pyongyang Technical University,制裁リスト,有効,高
Pyongyang Technical University (平壌技術大学),制裁リスト,有効,高
Pyongyang Telephone Exchange,制裁リスト,有効,高
Pyongyang Telephone Exchange (平壌電話交換局),制裁リスト,有効,高
Pyongyang Trading Company,制裁リスト,有効,高
Pyongyang Trading Company (平壌貿易会社),制裁リスト,有効,高
PYONGYANG UNIVERSITY OF AUTOMATION,制裁リスト,有効,高
Pyon Kwang Chol,制裁リスト,有効,高
"BYCHKOV, Pyotr Aleksandrovich",制裁リスト,有効,高
Pyotr Ammosov,制裁リスト,有効,高
"ZIMA, Pyotr Anatoliyovych",制裁リスト,有効,高
Pyotr Aven,制裁リスト,有効,高
Pyotr Bychkov Aleksandrovich,制裁リスト,有効,高
Pyotr JAROSH,制裁リスト,有効,高
Pyotr Kolbin,制裁リスト,有効,高
Pyotr Mikhailovich Fradkov,制裁リスト,有効,高
Pyotr Mikhaylovich Fradkov,制裁リスト,有効,高
Pyotr Nikolaevich Tultayev,制裁リスト,有効,高
PYOTR STOLYPIN,制裁リスト,有効,高
Pyotr Tolstoi,制裁リスト,有効,高
Pyotr Tolstoy,制裁リスト,有効,高
Pyotr YAROSH,制裁リスト,有効,高
Pyotr ZIMA,制裁リスト,有効,高
PYRAMAXIA IMMOPROJEKT GMBH & CO. KG,制裁リスト,有効,高
PYRAMAXIA IMMOPROJEKT GMBH and CO. KG,制裁リスト,有効,高
PYRAMAXIA LIMITED,制裁リスト,有効,高
PYRAMAXIA REAL ESTATE DEVELOPMENT GMBH & CO. KG,制裁リスト,有効,高
PYRAMAXIA REAL ESTATE DEVELOPMENT GMBH and CO. KG,制裁リスト,有効,高
PYRAMAXIA REAL ESTATE GMBH & CO. KG,制裁リスト,有効,高
PYRAMAXIA REAL ESTATE GMBH and CO. KG,制裁リスト,有効,高
Pyrkova Ekaterina Eduardovna,制裁リスト,有効,高
Pyrkova Kateryna Eduardivna,制裁リスト,有効,高
PYTHON,制裁リスト,有効,高
PZMC,制裁リスト,有効,高
PZNFR TRADING LIMITED,制裁リスト,有効,高
PZNFR Trading SDN BHD,制裁リスト,有効,高
Pär ÖBERG,制裁リスト,有効,高
PÉREZ AMPUEDA Carlos Alfredo,制裁リスト,有効,高
PÉREZ URDANETA Manuel Eduardo,制裁リスト,有効,高
QA'ANI Esma'il,制裁リスト,有効,高
QA'ID Hasan,制裁リスト,有効,高
QA'ID Hasan Muhammad Abu Bakr,制裁リスト,有効,高
Qa'idi Ahmad,制裁リスト,有効,高
Qaaliif Abdale,制裁リスト,有効,高
Qaawane Maxamed Daud,制裁リスト,有効,高
QABALAN Muhammad,制裁リスト,有効,高
QABLAN Muhammad,制裁リスト,有効,高
"QADDAFI, Saadi",制裁リスト,有効,高
"QADDAFI, Saif Al-Arab",制裁リスト,有効,高
"QADDAFI, Saif al-Islam",制裁リスト,有効,高
QADDAFI Aisha,制裁リスト,有効,高
QADDAFI Hannibal,制裁リスト,有効,高
QADDAFI Khamis,制裁リスト,有効,高
QADDAFI Muammar,制裁リスト,有効,高
QADDAFI Muhammad,制裁リスト,有効,高
QADDAFI Mutassim,制裁リスト,有効,高
QADDAFI Saadi,制裁リスト,有効,高
QADDAFI Saif Al-Arab,制裁リスト,有効,高
QADDAFI Saif al-Islam,制裁リスト,有効,高
Qaddoumi Khaled,制裁リスト,有効,高
Qaddour Khaled Nasser,制裁リスト,有効,高
QADDOUR Khalid,制裁リスト,有効,高
"QADHAFI, Saadi",制裁リスト,有効,高
"QADHAFI, Saif Al-Arab",制裁リスト,有効,高
"QADHAFI, Saif al-Islam",制裁リスト,有効,高
QADHAFI Aisha,制裁リスト,有効,高
QADHAFI Aisha Muammar Muhammed Abu Minyar,制裁リスト,有効,高
QADHAFI Ayesha,制裁リスト,有効,高
QADHAFI Hannibal Muammar,制裁リスト,有効,高
QADHAFI Khamis,制裁リスト,有効,高
QADHAFI Mohammed Muammar,制裁リスト,有効,高
QADHAFI Muammar,制裁リスト,有効,高
QADHAFI Mutassim,制裁リスト,有効,高
QADHAFI Saadi,制裁リスト,有効,高
QADHAFI Saif Al-Arab,制裁リスト,有効,高
QADHAFI Saif al-Islam,制裁リスト,有効,高
"QADIR, Abdul",制裁リスト,有効,高
Qadir Abdul,制裁リスト,有効,高
Qado Waad,制裁リスト,有効,高
"JAMIL, Qadri",制裁リスト,有効,高
Qaedat al-Jihad in the Indian Subcontinent,制裁リスト,有効,高
Qafisheh Hisham Younis Yahia,制裁リスト,有効,高
Qafisheh Hisham Younis Yahya,制裁リスト,有効,高
Qafisheh Hisham Yunis lchiyeh,制裁リスト,有効,高
Qafishih Hisham Yunis Yahya,制裁リスト,有効,高
Qahiye Mohamed Ahmed,制裁リスト,有効,高
Qahtan Al-Sa'idi Hasan,制裁リスト,有効,高
Qahtan al-Sa'idi Muhammad,制裁リスト,有効,高
Qahtan Hasan Muhammad al-Shimawi Muhammad,制裁リスト,有効,高
"SHIMAWI, Qahtan Hasan Muhammed",制裁リスト,有効,高
"KHALIL, Qahtan",制裁リスト,有効,高
Qahtan Muhammad,制裁リスト,有効,高
Qahtan Nawaf Ahmad Alwan Sada,制裁リスト,有効,高
Qaida of the Jihad in the Land of the Two Rivers,制裁リスト,有効,高
Qaid Hussein Al-Awadi,制裁リスト,無効,高
"KARIM, Qais Abdul",制裁リスト,有効,高
"AL-KHAZALI, Qais",制裁リスト,有効,高
Qais Hadi Sayed Hasan al-Khazali,制裁リスト,有効,高
Qais Muhammad Salman,制裁リスト,有効,高
QALAF Fuad Mohamed,制裁リスト,有効,高
Qalandar Khan Mir Rahman,制裁リスト,有効,高
Qalander Khan Mir Rahman,制裁リスト,有効,高
QALEM Musa,制裁リスト,有効,高
Qaliif Cadale,制裁リスト,有効,高
Qaliif Cade,制裁リスト,有効,高
QALIM Musa,制裁リスト,有効,高
Qamar Naved,制裁リスト,有効,高
Qamar Naveed,制裁リスト,有効,高
Qamar Navid,制裁リスト,有効,高
Qamar Nuwayd,制裁リスト,有効,高
Qamati Mahmoud,制裁リスト,有効,高
Qamati Mahmud,制裁リスト,有効,高
Qan'an Muhammad Salih Muhammad,制裁リスト,有効,高
Qanan Radwan Muhammad Husayn Ali,制裁リスト,有効,高
QANI Esmail,制裁リスト,有効,高
Qannadi Mohammad,制裁リスト,有効,高
Qansawh Jehad,制裁リスト,有効,高
Qanso Jehad,制裁リスト,有効,高
Qansu Ali,制裁リスト,有効,高
QANSU Ali Muhammad,制裁リスト,有効,高
Qansu Jihad,制裁リスト,有効,高
QANSU Jihad Muhammad,制裁リスト,有効,高
QAOUK Nabil,制裁リスト,有効,高
QAR'AWI Fathi Mohammed,制裁リスト,有効,高
QARAWI Mohammed Fathi,制裁リスト,有効,高
QARCHAK PRISON,制裁リスト,有効,高
QARCHAK WOMEN'S PRISON,制裁リスト,有効,高
Qari Abdul Rashid,制裁リスト,有効,高
Qari Al Scotlandi,制裁リスト,有効,高
Qari Amjad,制裁リスト,有効,高
Qari Atif,制裁リスト,有効,高
"BASHIR, Qari Ayyub",制裁リスト,有効,高
Qari Din Mohammad,制裁リスト,有効,高
Qari Hizbullah,制裁リスト,有効,高
Qari Ibrahim,制裁リスト,有効,高
Qari Muhammad Ayub,制裁リスト,有効,高
"SHEIKH, Qari Muhammad Yaqoob",制裁リスト,有効,高
Qari Muhammad Yaqub SHEIKH,制裁リスト,有効,高
Qari Mushtaq,制裁リスト,有効,高
Qari Naser JAVED,制裁リスト,有効,高
"RAHMAT, Qari",制裁リスト,有効,高
Qari Sahab,制裁リスト,有効,高
Qari Saifullah,制裁リスト,有効,高
Qari Saifullah Al Tokhi,制裁リスト,有効,高
QARI SAIFULLAH TOKHI,制裁リスト,有効,高
Qari Shaikh Muhammad YAQOOB,制裁リスト,有効,高
Qari Yacoub,制裁リスト,有効,高
Qari Yacub,制裁リスト,有効,高
Qari Yakub,制裁リスト,有効,高
Qari Yaqoob,制裁リスト,有効,高
Qari Yaqub,制裁リスト,有効,高
"ZAKIR, Qari",制裁リスト,有効,高
Qasem 'ALIQ,制裁リスト,有効,高
QASEMI Rostam,制裁リスト,有効,高
Qasemi Seyed Reza,制裁リスト,有効,高
"REZAEI, Qasem",制裁リスト,有効,高
Qasem Rezai,制裁リスト,有効,高
Qasem SALIMANI,制裁リスト,有効,高
Qasem SOLAIMANI,制裁リスト,有効,高
QASEM SOLEIMANI,制裁リスト,有効,高
Qasem SOLEMANI,制裁リスト,有効,高
Qasem SOLEYMANI,制裁リスト,有効,高
Qasem SULAIMANI,制裁リスト,有効,高
Qasem SULEMANI,制裁リスト,有効,高
Qasim 'ULAYQ,制裁リスト,有効,高
"AL-NAJJAR, Qasim",制裁リスト,有効,高
Qasim al-Rami,制裁リスト,有効,高
Qasim al-Raymi,制裁リスト,有効,高
Qasim Al-Rimi,制裁リスト,有効,高
"ALIQ, Qasim",制裁リスト,有効,高
Qasim Hajij,制裁リスト,有効,高
Qasimi Murtadi,制裁リスト,有効,高
QASIM MOHAMED MAHDI AL-RIMI,制裁リスト,有効,高
QASIM Mohammed,制裁リスト,有効,高
Qasim Mohammed Ali Bazzi,制裁リスト,有効,高
Qasim Mohammed Mahdi Al Remi,制裁リスト,有効,高
QASIM Muhammad,制裁リスト,有効,高
Qasim Muhammad Ali Bazzi,制裁リスト,有効,高
Qasim Muhammad Hujayj,制裁リスト,有効,高
Qasim Muhammed SHAMS,制裁リスト,有効,高
Qasim Naim,制裁リスト,有効,高
Qasim Nasir Muhammad Salih,制裁リスト,有効,高
Qasim SALEH,制裁リスト,有効,高
Qasim SULAYMAN,制裁リスト,有効,高
"TABAQ, Qasim",制裁リスト,有効,高
Qasim TAJI AL-DIN,制裁リスト,有効,高
Qasim Yahya Mahdi `Abd al-Rimi,制裁リスト,有効,高
QASIOUN MALL,制裁リスト,有効,高
Qasir 'Ali,制裁リスト,有効,高
Qasir 'Isa Husayn,制裁リスト,有効,高
Qasir Ali,制裁リスト,有効,高
Qasir Ja'afar Mohamed,制裁リスト,有効,高
Qasir Ja'far Muhammad,制裁リスト,有効,高
Qasir Muhammad,制裁リスト,有効,高
Qasir Muhammad Jafar,制裁リスト,有効,高
Qasir Muhammad Jafar Muhammad,制裁リスト,有効,高
Qasi Sa'id Jan,制裁リスト,有効,高
Qasiyun,制裁リスト,有効,高
Qasiyun Mall,制裁リスト,有効,高
Qasiyun Security Company,制裁リスト,有効,高
QASMANI Arif,制裁リスト,有効,高
Qasmani Baba,制裁リスト,有効,高
QASMANI Mohammad Arif,制裁リスト,有効,高
QASMANI Muhammad 'Arif,制裁リスト,有効,高
QASMANI Muhammad Arif,制裁リスト,有効,高
Qassabi Alireda Bashi M R,制裁リスト,有効,高
"QASSAR, Samir",制裁リスト,有効,高
Qassar Samir,制裁リスト,有効,高
Qassem AL-REMI,制裁リスト,有効,高
Qassem Damavandian,制裁リスト,有効,高
Qassem Mohammed Ali Bazi,制裁リスト,有効,高
Qassem Naim,制裁リスト,有効,高
Qassem Rezaei,制裁リスト,有効,高
Qassem Rezayee,制裁リスト,有効,高
Qassim Abdullah,制裁リスト,有効,高
Qassim Abdullah Ali,制裁リスト,有効,高
"AHMED, Qassim Abdullah Ali",制裁リスト,有効,高
Qassim al-Muamen,制裁リスト,有効,高
Qassim AL-RAIMI,制裁リスト,有効,高
Qassim al-Raymi,制裁リスト,有効,高
Qassim Al Muamen,制裁リスト,有効,高
Qassim Mohammad Mahdi Al Rimi,制裁リスト,有効,高
Qassim Muhammed CHAMS,制裁リスト,有効,高
Qassioun Shopping Mall,制裁リスト,有効,高
Qatarji Hossam,制裁リスト,有効,高
Qaterji Hussam,制裁リスト,有効,高
Qatirji Bin Ahmed Rushdi Hussam,制裁リスト,有効,高
QATIRJI Muhammad Agha,制裁リスト,有効,高
QATIRJI Muhammad Agha Ahmed,制裁リスト,有効,高
Qatirji Muhammad Agha Ahmed Rashdi,制裁リスト,有効,高
Qatranji Hussam,制裁リスト,有効,高
QATRAT ALNADA ALMASI SHIP MANAGEMENT L.L.C,制裁リスト,有効,高
Qattal AL-'ABDALI,制裁リスト,有効,高
Qavamin Bank,制裁リスト,有効,高
Qavvamin Bank,制裁リスト,有効,高
Qawafil AlKhair Association,制裁リスト,有効,高
Qawafil Society Gaza,制裁リスト,有効,高
Qawook Sheikh Nabil,制裁リスト,有効,高
Qawouk Sheikh Nabil,制裁リスト,有効,高
Qawuq Nabil Yahy,制裁リスト,有効,高
QAYED Muhammad Hassan,制裁リスト,有効,高
Qayli Khalid Husayn,制裁リスト,有効,高
Qays al-Khaz'ali,制裁リスト,有効,高
Qays al-Khazali,制裁リスト,有効,高
Qaysari Erfan,制裁リスト,有効,高
Qays Hadi Sa'id al-Khazali,制裁リスト,有効,高
Qays Hadi Sayyid Alazerej,制裁リスト,有効,高
Qayumi Vahid,制裁リスト,有効,高
Qayyum Muhammad Tabish Abdul,制裁リスト,有効,高
Qayyuum Tabish,制裁リスト,有効,高
Qazali Network,制裁リスト,有効,高
QAZAN Ali Mohamad,制裁リスト,有効,高
Qazi 'Abdallah,制裁リスト,有効,高
Qazi Abdullah,制裁リスト,有効,高
QEFEISHA Hatem,制裁リスト,有効,高
QEKEMAN Memetiming,制裁リスト,有効,高
Qemat al-Najah General Trading LLC,制裁リスト,有効,高
QEMAT AL NAJAH GENERAL TRADING L.L.C,制裁リスト,有効,高
Qematal Najah General Trading LLC,制裁リスト,有効,高
Qemat Al Najah General Trading Ltd,制裁リスト,有効,高
Qerman,制裁リスト,有効,高
QESHM ARIAN DATIS SOFTWARE COMPANY,制裁リスト,有効,高
QESHM FARS AIR,制裁リスト,有効,高
QESHM MADKANDALOO SHIPBUILDING COOPERATIVE CO,制裁リスト,有効,高
QESHM ZINC SMELTING AND REDUCTION COMPANY,制裁リスト,有効,高
Qeshm Zinc Smelting and Reduction Complex,制裁リスト,有効,高
QEZEL HESAR PENITENTIARY,制裁リスト,有効,高
QFEISHEH Hatem,制裁リスト,有効,高
QHUMU Sufian bin,制裁リスト,有効,高
Qianjiang Wei,制裁リスト,有効,高
"SHI, Qianpei",制裁リスト,有効,高
"Qianpu Technology Co., Ltd.",制裁リスト,有効,高
Qian Xi Long Trading Co Limited,制裁リスト,有効,高
Qianza LTD,制裁リスト,有効,高
QIDONG HENGCHENG ELECTRONICS FACTORY,制裁リスト,有効,高
"GAO, Qi",制裁リスト,有効,高
QI GROUP LIMITED,制裁リスト,有効,高
Qi Hang Ship Management Limited,制裁リスト,有効,高
Qin Dehui,制裁リスト,有効,高
"QINGDAO CEMO TECHNOLOGY DEVELOP CO., LTD.",制裁リスト,有効,高
Qingdao Construction (Namibia) CC,制裁リスト,有効,高
Qingdao Construction CC,制裁リスト,有効,高
Qingdao Construction Namibia CC,制裁リスト,有効,高
"QINGDAO FUSHEN PETROCHEMICAL CO., LTD",制裁リスト,有効,高
"QINGDAO HAIYE OIL TERMINAL CO., LTD.",制裁リスト,有効,高
QINGDAO HAIYEYOU DOCK CO LTD,制裁リスト,有効,高
QINGDAO HEHUIXIN INTERNATIONAL TRADE CO LTD,制裁リスト,有効,高
"QINGDAO HEXIN UNITED INTERNATIONAL SHIPPING AGENCY CO., LTD.",制裁リスト,有効,高
QINGDAO HEZHI BUSINESS SERVICE CO LTD,制裁リスト,有効,高
"Qingdao Lianrun International Shipping Agency Co., Ltd",制裁リスト,有効,高
"QINGDAO LINKRICH INTERNATIONAL SHIPPING AGENCY CO., LTD",制裁リスト,有効,高
QINGDAO OCEAN KIMO SHIP MANAGEMENT CO LTD,制裁リスト,有効,高
"QINGDAO PORT HAIYE DONGJIAKOU OIL PRODUCTS CO., LTD",制裁リスト,有効,高
QINGDAO PREMIER TECHNOLOGY CO LTD,制裁リスト,有効,高
"QINGDAO SHENGMAO SCIENCE & TECHNOLOGY DEVELOPMENT CO., LTD.",制裁リスト,有効,高
"QINGDAO SHENGMAO SCIENCE AND TECHNOLOGY DEVELOPMENT CO., LTD.",制裁リスト,有効,高
"QINGDAO UNION CREDIT INTERNATIONAL SHIPPING AGENCY CO., LTD.",制裁リスト,有効,高
"QINGDAO ZHONGRONGTONG TRADE DEVELOPMENT CO., LTD.",制裁リスト,有効,高
"QINGDAO ZHONGRONGTONG TRADE DEVELOPMENT CO., LTD. （青岛中融通贸易发展有限公司）",制裁リスト,有効,高
"QINGDAO ZHONGRONGTONG TRADING DEVELOPMENT CO., LTD.",制裁リスト,有効,高
"LIN, Qing",制裁リスト,有効,高
Qingye Sun,制裁リスト,有効,高
QINGYUAN FO FENG LEDA SUPPLY CHAIN SERVICE CO LTD,制裁リスト,有効,高
Qin Jack,制裁リスト,有効,高
Qin Jinhua,制裁リスト,有効,高
"QINSHENG PHARMACEUTICAL TECHNOLOGY CO., LTD.",制裁リスト,有効,高
"XIANHUA, Qin",制裁リスト,有効,高
Qin Xutong,制裁リスト,有効,高
Qital AL-'ABDALI,制裁リスト,有効,高
Qital AL-NAJDI,制裁リスト,有効,高
Qiu Dong,制裁リスト,有効,高
Qiu Weiren,制裁リスト,有効,高
Qiu Xingyu,制裁リスト,有効,高
"YANG, Qi",制裁リスト,有効,高
Qiyumi Wahid,制裁リスト,有効,高
Qods (Jerusalem) Force of the IRGC,制裁リスト,有効,高
QODS AERONAUTICS INDUSTRIES,制裁リスト,有効,高
QODS AVIATION INDUSTRIES,制裁リスト,有効,高
Qods Force,制裁リスト,有効,高
QODS RESEARCH CENTER,制裁リスト,有効,高
"MOHSENI-EJEI, Qolam-Hossein",制裁リスト,有効,高
Qolam Reza BAQBANI,制裁リスト,有効,高
Qolam Reza MAHMUDI,制裁リスト,有効,高
"QOLAMSHAHI, Abbas",制裁リスト,有効,高
Qolamshahi Abbas,制裁リスト,有効,高
Qolizadeh Majid,制裁リスト,有効,高
Qolizadeh Vali,制裁リスト,有効,高
Qomati Mahmoud,制裁リスト,有効,高
QOM ENERGY GENERATION GOSTAR,制裁リスト,有効,高
Qomi Mohsen,制裁リスト,有効,高
Qoreishi Seyyed Hojatollah,制裁リスト,有効,高
Qoreshi Seyyed Hojatollah,制裁リスト,有効,高
Qorgab,制裁リスト,有効,高
QORGAB Bashir,制裁リスト,有効,高
QTech,制裁リスト,有効,高
QUALIFIED DEVELOPER KUTUZOVSKIY 16 LIMITED LIABILITY COMPANY,制裁リスト,有効,高
QUALITY AUTOS S.A.,制裁リスト,有効,高
Quality Technology,制裁リスト,有効,高
"CHEN, Quanguo",制裁リスト,有効,高
QUANGVIETDNBG INTERNATIONAL SERVICES COMPANY LIMITED,制裁リスト,有効,高
Quang Viet Nguyen,制裁リスト,有効,高
QUANTLOG OY,制裁リスト,有効,高
QUANTORFORM,制裁リスト,有効,高
Quanttelecom LLC,制裁リスト,有効,高
QUANTUM HOPE,制裁リスト,有効,高
QUANTUM OPTICS LTD,制裁リスト,有効,高
Quantum Star,制裁リスト,有効,高
"YOU, Quan",制裁リスト,有効,高
"QUANZHOU YIYANGJIN IMPORT AND EXPORT TRADE CO., LTD.",制裁リスト,有効,高
Quarta,制裁リスト,有効,高
Quartermaster General's Office,制裁リスト,有効,高
QUARTERMASTER GENERAL OFFICE,制裁リスト,有効,高
QUARTIERLATINAPARTMENTS,制裁リスト,有効,高
Quaydir Muhammad,制裁リスト,有効,高
"QUBAYSI, Abd Al Menhem",制裁リスト,有効,高
QUBAYSI Abd Al Menhem,制裁リスト,有効,高
QUDRATULLAH JAMAL,制裁リスト,有効,高
Quds Force,制裁リスト,有効,高
"QUDSIAH, Abdulfatah",制裁リスト,有効,高
QUDSIAH Abdulfatah,制裁リスト,有効,高
"QUDSIYAH, Abd-al-Fatah",制裁リスト,有効,高
"QUDSIYAH, Abdul Fatah",制裁リスト,有効,高
QUDSIYAH Abd-al-Fatah,制裁リスト,有効,高
Qudsiyah Abd Al-Fatah,制裁リスト,有効,高
QUDSIYAH Abdul Fatah,制裁リスト,有効,高
QUDS RAZAVI HOUSING AND CONSTRUCTION CO.,制裁リスト,有効,高
QUDS RAZAVI MINES CO.,制裁リスト,有効,高
QUDS RAZAVI TRADITIONAL TILE CO.,制裁リスト,有効,高
QUEEN LUCA,制裁リスト,有効,高
Queen Reem,制裁リスト,有効,高
QUEENS RING LIMITED,制裁リスト,有効,高
QUESTANO HK LIMITED,制裁リスト,有効,高
Quevedo Fernandez Manuel Salvador,制裁リスト,有効,高
Quevedo Manuel,制裁リスト,有効,高
